,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
1409,23801.0,ECE,1125,30,1,0,Laboratory,F,08:00 am-09:50 am,10.0,10.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Anrieta Draganova (P),08/27-12/10,TOMP 410, ,"Fundamentals of algorithms and data structures for electrical and computer engineering; techniques to solve problems through programming in C/C++ languages, linked lists, stacks, queues and trees; searching methods such as binary trees, hashing, and multi-way trees; design and analysis of algorithms and their space and time complexity. Prerequisite: ECE 1120. (Fall, Every Year)."
141,21165.0,AMST,8999,10,IR1,3.000-12.000,Dissertation Research, ,TBA,99.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0,Gayle Freda Wald (P),08/27-12/10,TBA, ,May be repeated for credit. Restricted to doctoral candidates.
1410,24627.0,ECE,1125,31,1,0,Laboratory,F,11:10 am-01:00 pm,15.0,15.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Anrieta Draganova (P),08/27-12/10,TOMP 410, ,"Fundamentals of algorithms and data structures for electrical and computer engineering; techniques to solve problems through programming in C/C++ languages, linked lists, stacks, queues and trees; searching methods such as binary trees, hashing, and multi-way trees; design and analysis of algorithms and their space and time complexity. Prerequisite: ECE 1120. (Fall, Every Year)."
1411,23157.0,ECE,2110,10,1,4,Circuit Theory,MW,12:45 pm-02:00 pm,30.0,31.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,Robert J Harrington (P),08/27-12/10,PHIL 109,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1412,23445.0,ECE,2110,11,1,4,Circuit Theory,MW,12:45 pm-02:00 pm,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Payman Dehghanian (P),08/27-12/10,ROME 205,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1413,23158.0,ECE,2110,30,1,0,Laboratory,F,04:00 pm-07:00 pm,12.0,13.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,"Robert J Harrington (P), Payman Dehghanian",08/27-12/10,SEH 5040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1414,23159.0,ECE,2110,31,1,0,Laboratory,W,05:30 pm-08:30 pm,12.0,12.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Payman Dehghanian (P), Robert J Harrington",08/27-12/10,SEH 6040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1415,23160.0,ECE,2110,32,1,0,Laboratory,R,10:45 am-01:45 pm,3.0,3.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Robert J Harrington (P), Payman Dehghanian",08/27-12/10,SEH 5040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1416,23161.0,ECE,2110,33,1,0,Laboratory,M,05:30 pm-08:30 pm,12.0,12.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Payman Dehghanian (P), Robert J Harrington",08/27-12/10,SEH 5040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1417,23910.0,ECE,2110,34,1,0,Laboratory,W,09:30 am-12:30 pm,12.0,12.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Robert J Harrington (P), Payman Dehghanian",08/27-12/10,SEH 5040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1418,23911.0,ECE,2110,35,1,0,Laboratory,T,10:45 am-01:45 pm,10.0,10.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Payman Dehghanian (P), Robert J Harrington",08/27-12/10,SEH 6040,CCAS - Professional,"Circuit elements, techniques of circuit analysis; circuit theorems; operational amplifiers; RLC circuits; natural and step responses; series, parallel and resonant circuits; sinusoidal steady-state analysis; phasers; power calculations; transformers; two-port circuits. CAD tools used in circuit projects. Corequisites: APSC 2113, and either PHYS 1022 or PHYS 1026. (Fall and spring, Every Year)."
1419,23675.0,ECE,2120,10,1,1,Engineering Seminar,M,11:10 am-12:00 pm,14.0,14.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Volker J. Sorger (P),08/27-12/10,BELL 106, ,"A detailed view of the electrical and computer engineering professions. Departmental and other speakers discuss facets of ECE, engineering education, and other department, college, or university topics of interest. (Fall, Every Year)."
142,23802.0,ANAT,2130,10,1,3,Human Embryology,TR,12:45 pm-02:00 pm,50.0,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0,Kurt E Johnson (P),08/27-12/10,ROSS 117, ,"Development of the basic organ systems; molecular control of development, congenital birth defects, and assisted reproductive technologies."
1420,20152.0,ECE,3130,10,1,4,Digital Electronics and Design,MF,11:10 am-12:25 pm,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Shahrokh Ahmadi (P),08/27-12/10,TOMP 402,CCAS - Professional,"Design and testing of logic gates, regenerative logic circuits, and semiconductor memory circuits. Implementation of such circuits with NMOS, CMOS, TTL, and other integrated circuit technologies. Use of electronic CAD tools, such as SPICE. Students must have completed a course in logic systems, such as ECE 2140 or equivalent, prior to enrollment. Consult the instructor if uncertain whether this requirement has been met. Prerequisite: ECE 2140. (Fall, Every Year)."
1421,21176.0,ECE,3130,30,1,0,Laboratory,W,06:10 pm-08:40 pm,32.0,32.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Shahrokh Ahmadi (P),08/27-12/10,TOMP 405,CCAS - Professional,"Design and testing of logic gates, regenerative logic circuits, and semiconductor memory circuits. Implementation of such circuits with NMOS, CMOS, TTL, and other integrated circuit technologies. Use of electronic CAD tools, such as SPICE. Students must have completed a course in logic systems, such as ECE 2140 or equivalent, prior to enrollment. Consult the instructor if uncertain whether this requirement has been met. Prerequisite: ECE 2140. (Fall, Every Year)."
1422,23094.0,ECE,3220,10,1,3,Intro Digital Signal Process,TR,08:00 am-09:15 am,23.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,Milos Doroslovacki (P),08/27-12/10,PHIL 109,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1423,25954.0,ECE,3220,11,1,3,Intro Digital Signal Process,TR,09:35 am-10:50 am,40.0,43.0,-3.0,0.0,0.0,0.0,0.0,0.0,0,Amir Aslan Aslani (P),08/27-12/10,TOMP 208,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1424,23095.0,ECE,3220,30,1,0,Laboratory,W,03:30 pm-06:00 pm,20.0,20.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Milos Doroslovacki (P), Amir Aslan Aslani",08/27-12/10,TOMP 406,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1425,23096.0,ECE,3220,31,1,0,Laboratory,M,07:10 pm-09:40 pm,21.0,21.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Milos Doroslovacki (P), Amir Aslan Aslani",08/27-12/10,TOMP 406,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1426,23097.0,ECE,3220,32,1,0,Laboratory,F,03:30 pm-06:00 pm,5.0,5.0,0.0,999.0,0.0,999.0,0.0,0.0,0,"Milos Doroslovacki (P), Amir Aslan Aslani",08/27-12/10,TOMP 406,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1427,23098.0,ECE,3220,33,1,0,Laboratory,F,12:45 pm-03:15 pm,20.0,21.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,"Milos Doroslovacki (P), Amir Aslan Aslani",08/27-12/10,TOMP 406,CCAS - Professional,"Signal representation, sampling, discrete-time signals, z-transforms and spectra, difference equations; Fourier analysis; discrete Fourier transform, IIR and FIR filter design. Prerequisite: ECE 2210. (Fall, Every Year)."
1428,24325.0,ECE,3315,10,1,3,Fields and Waves I,TR,11:10 am-12:25 pm,21.0,23.0,-2.0,999.0,0.0,999.0,0.0,0.0,0,Yiwen Zhou (P),08/27-12/10,PHIL 736,CCAS - Professional,"Complex phasor notation, uniform transmission lines, standing wave ratio, power, reflection coefficient, impedance matching; review of vector analysis and numerical methods; electrostatics, generalizations of Coulomb’s law, Gauss’s law, potential, conductors, dielectrics, capacitance, energy; Magnetostatics, Biot-Savart Law, Maxwell’s equations, vector magnetic potential, inductance, magnetic energy, boundary conditions. Prerequisites: APSC 2113; and PHYS 1022 or PHYS 1026. (Fall, Every Year)."
1429,24096.0,ECE,3515,10,1,3,Computer Organization,TR,11:10 am-12:25 pm,13.0,13.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Guru Prasadh V. Venkataramani (P),08/27-12/10,TOMP 410,CCAS - Professional,"Structure and operation of a digital computer. Design of computer arithmetic units, data and instruction paths. Microprogramming; memory technology; virtual memory; caches; pipelined computer organization; characteristics of secondary storage; I/O interfacing. Prerequisite: ECE 2140. Recommended background: Students should have taken at least one prior course in logic design (ECE 2140 or equivalent). (Fall, Every Year)."
143,24434.0,ANAT,2150,10,1,3,Human Microscopic Anatomy,TR,09:45 am-11:00 am,30.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0,Kurt E Johnson (P),08/27-12/10,ROSS 117, ,"Normal histological structure of cells, tissues, and organs. Structural–functional correlates; the relationship between histological structure–function and the etiology of disease states."
1430,21315.0,ECE,3520,10,1,3,Microprocessors:Software/Hardw,M,03:30 pm-06:00 pm,25.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,Kie-Bum Eom (P),08/27-12/10,SEH 4040,CCAS - Professional,"Microprocessor architecture, address decoding, hardware interrupt, parallel and serial interfacing with various circuits, timer/counters, direct memory access, microprocessor-based system. Hands-on laboratory experience using laboratory facilities is an integral part of this course. Prerequisites: ECE 1120 and ECE 2140. (Fall, Every Year)."
1431,21351.0,ECE,3520,30,1,0,Laboratory,W,08:00 am-10:30 am,13.0,14.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Kie-Bum Eom (P),08/27-12/10,SEH 6040,CCAS - Professional,"Microprocessor architecture, address decoding, hardware interrupt, parallel and serial interfacing with various circuits, timer/counters, direct memory access, microprocessor-based system. Hands-on laboratory experience using laboratory facilities is an integral part of this course. Prerequisites: ECE 1120 and ECE 2140. (Fall, Every Year)."
1432,21352.0,ECE,3520,31,1,0,Laboratory,M,08:00 am-10:30 am,12.0,12.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Kie-Bum Eom (P),08/27-12/10,SEH 5040,CCAS - Professional,"Microprocessor architecture, address decoding, hardware interrupt, parallel and serial interfacing with various circuits, timer/counters, direct memory access, microprocessor-based system. Hands-on laboratory experience using laboratory facilities is an integral part of this course. Prerequisites: ECE 1120 and ECE 2140. (Fall, Every Year)."
1433,21582.0,ECE,4140,80,1,3,VLSI Design and Simulation,R,12:45 pm-03:15 pm,12.0,12.0,0.0,0.0,0.0,0.0,33.0,31.0,2,Mona Zaghloul (P),08/27-12/10,TOMP 405,CCAS - Professional,"Study of VLSI circuit design including PMOS and NMOS transistor analysis, switch and gate logic design, understanding of semiconductor fabrication processes and design rules, CAD system, speed and power considerations, scaling of transistors to the nano-scale, and designing with highly variable process parameters. Each student designs a VLSI chip, simulates the design and submits a GDS II file for Chip fabrication. Prerequisites: ECE 3130 and ECE 3135. (Same as ECE 6240) (Fall, Every Year)."
